order_id,predicted_cycle_time_min,wip_level,demand_urgency,quality_status,pull_decision
O101915,38.07,16,Medium,Pass,Partial Pull
O101916,49.44,18,Medium,Pass,Partial Pull
O101917,35.55,18,Low,Pass,No Pull
O101918,39.08,12,High,Pass,Partial Pull
O101919,48.32,21,Low,Pass,No Pull
O101920,55.89,25,Medium,Pass,Partial Pull
O101921,23.08,3,Medium,Pass,Partial Pull
O101922,40.67,8,High,Rework,Full Pull
O101923,33.43,5,Medium,Pass,Partial Pull
O101924,47.64,24,Medium,Pass,Partial Pull
O101925,43.42,19,Medium,Rework,Partial Pull
O101926,32.39,20,Low,Pass,No Pull
O101927,43.19,19,Medium,Rework,Partial Pull
O101928,22.07,16,Medium,Pass,Partial Pull
O101929,66.11,25,Medium,Rework,Partial Pull
O101930,56.14,4,High,Pass,Partial Pull
O101931,63.37,21,Medium,Pass,Partial Pull
O101932,45.18,25,Low,Pass,No Pull
O101933,35.25,6,Medium,Pass,Partial Pull
O101934,37.53,21,Medium,Pass,Partial Pull
O101935,17.5,2,High,Pass,Full Pull
O101936,38.58,5,High,Pass,Full Pull
O101937,37.96,12,High,Pass,Partial Pull
O101938,47.52,30,Medium,Pass,Partial Pull
O101939,42.96,11,Medium,Rework,Partial Pull
O101940,30.31,13,Medium,Pass,Partial Pull
O101941,35.26,23,Low,Pass,No Pull
O101942,54.85,24,Medium,Pass,Partial Pull
O101943,41.26,20,Medium,Pass,Partial Pull
O101944,26.05,0,Medium,Pass,Partial Pull
O101945,58.0,27,Medium,Pass,Partial Pull
O101946,27.64,8,High,Pass,Full Pull
O101947,43.68,15,Medium,Pass,Partial Pull
O101948,46.8,22,Low,Pass,No Pull
O101949,40.01,8,Medium,Pass,Partial Pull
O101950,63.15,21,Medium,Pass,Partial Pull
O101951,36.34,15,Medium,Pass,Partial Pull
O101952,38.54,4,High,Pass,Full Pull
O101953,73.74,6,High,Pass,Partial Pull
O101954,48.63,23,Medium,Pass,Partial Pull
O101955,37.59,1,High,Pass,Full Pull
O101956,25.54,11,High,Pass,Partial Pull
O101957,39.1,15,Medium,Pass,Partial Pull
O101958,44.57,11,Medium,Fail,No Pull
O101959,37.17,12,High,Pass,Partial Pull
O101960,44.88,30,Low,Pass,No Pull
O101961,20.87,0,High,Pass,Full Pull
O101962,53.55,30,Low,Fail,No Pull
O101963,37.45,22,Medium,Pass,Partial Pull
O101964,54.22,28,Medium,Fail,No Pull
O101965,38.02,19,Medium,Pass,Partial Pull
O101966,47.9,29,Low,Pass,No Pull
O101967,27.79,2,High,Pass,Full Pull
O101968,53.23,22,Medium,Rework,Partial Pull
O101969,42.9,22,Medium,Pass,Partial Pull
O101970,46.2,28,Low,Pass,No Pull
O101971,30.19,2,High,Pass,Full Pull
O101972,28.69,15,Medium,Pass,Partial Pull
O101973,40.41,16,Medium,Pass,Partial Pull
O101974,26.8,2,Medium,Pass,Partial Pull
O101975,47.59,19,Medium,Pass,Partial Pull
O101976,33.46,14,Medium,Pass,Partial Pull
O101977,40.55,15,Medium,Pass,Partial Pull
O101978,27.91,21,Medium,Pass,Partial Pull
O101979,48.89,23,Low,Pass,No Pull
O101980,53.85,20,Medium,Pass,Partial Pull
O101981,28.86,11,Medium,Pass,Partial Pull
O101982,54.04,29,Medium,Pass,Partial Pull
O101983,26.22,6,High,Pass,Full Pull
O101984,51.07,10,Medium,Rework,Partial Pull
O101985,43.98,15,Medium,Pass,Partial Pull
O101986,26.73,9,Medium,Pass,Partial Pull
O101987,26.68,10,Medium,Pass,Partial Pull
O101988,58.92,28,Medium,Pass,Partial Pull
O101989,21.94,4,Medium,Pass,Partial Pull
O101990,24.24,15,Medium,Pass,Partial Pull
O101991,31.0,14,Medium,Pass,Partial Pull
O101992,9.87,2,High,Fail,No Pull
O101993,22.46,6,High,Pass,Full Pull
O101994,27.91,8,Medium,Pass,Partial Pull
O101995,31.2,14,Medium,Pass,Partial Pull
O101996,23.08,12,Medium,Pass,Partial Pull
O101997,44.18,18,Medium,Pass,Partial Pull
O101998,32.79,11,Medium,Pass,Partial Pull
O101999,28.77,24,Low,Fail,No Pull
O102000,29.53,11,Medium,Pass,Partial Pull
O102001,31.04,26,Low,Pass,No Pull
O102002,59.31,30,Low,Pass,No Pull
O102003,60.21,20,Medium,Rework,Partial Pull
O102004,21.79,3,High,Pass,Full Pull
O102005,36.1,27,Low,Pass,No Pull
O102006,50.15,25,Medium,Pass,Partial Pull
O102007,48.5,17,Medium,Pass,Partial Pull
O102008,17.93,10,Medium,Pass,Partial Pull
O102009,58.82,22,Low,Rework,No Pull
O102010,47.32,19,Medium,Fail,No Pull
O102011,30.93,23,Low,Pass,No Pull
O102012,47.79,20,Low,Rework,No Pull
O102013,57.8,25,Low,Pass,No Pull
O102014,59.52,29,Low,Pass,No Pull
O102015,43.82,23,Low,Pass,No Pull
O102016,39.88,9,High,Pass,Partial Pull
O102017,51.11,27,Medium,Pass,Partial Pull
O102018,66.89,25,Low,Pass,No Pull
O102019,44.36,14,Medium,Pass,Partial Pull
O102020,33.44,1,High,Pass,Full Pull
O102021,54.42,29,Low,Rework,No Pull
O102022,47.48,16,Medium,Pass,Partial Pull
O102023,29.61,12,Medium,Pass,Partial Pull
O102024,28.51,18,Medium,Pass,Partial Pull
O102025,20.38,2,High,Pass,Full Pull
O102026,62.36,25,Medium,Pass,Partial Pull
O102027,44.32,5,Medium,Pass,Partial Pull
O102028,33.74,7,High,Pass,Full Pull
O102029,25.93,17,Medium,Pass,Partial Pull
O102030,59.97,20,Medium,Pass,Partial Pull
O102031,21.06,0,High,Pass,Full Pull
O102032,58.38,18,Medium,Pass,Partial Pull
O102033,12.73,4,High,Pass,Full Pull
O102034,52.87,29,Low,Pass,No Pull
O102035,22.26,11,High,Rework,Partial Pull
O102036,29.82,15,Medium,Fail,No Pull
O102037,48.69,19,Medium,Pass,Partial Pull
O102038,31.43,4,High,Pass,Full Pull
O102039,21.82,5,Medium,Pass,Partial Pull
O102040,60.64,29,Low,Pass,No Pull
O102041,47.04,17,Low,Pass,Partial Pull
O102042,33.06,7,High,Rework,Full Pull
O102043,33.33,20,Medium,Pass,Partial Pull
O102044,52.03,27,Medium,Pass,Partial Pull
O102045,29.43,23,Low,Pass,No Pull
O102046,18.44,12,Medium,Pass,Partial Pull
O102047,47.77,20,Medium,Pass,Partial Pull
O102048,69.15,27,Medium,Fail,No Pull
O102049,16.93,7,High,Rework,Full Pull
O102050,47.29,24,Medium,Pass,Partial Pull
O102051,53.91,30,Low,Rework,No Pull
O102052,24.54,10,Medium,Pass,Partial Pull
O102053,43.31,27,Low,Pass,No Pull
O102054,15.85,0,High,Rework,Full Pull
O102055,28.98,11,Medium,Pass,Partial Pull
O102056,40.48,8,Medium,Pass,Partial Pull
O102057,17.71,0,High,Rework,Full Pull
O102058,23.66,18,Medium,Pass,Partial Pull
O102059,27.53,16,Medium,Pass,Partial Pull
O102060,48.81,11,High,Pass,Partial Pull
O102061,63.02,26,Low,Pass,No Pull
O102062,24.06,7,Medium,Rework,Partial Pull
O102063,38.16,25,Low,Pass,No Pull
O102064,30.93,19,Medium,Pass,Partial Pull
O102065,70.78,27,Low,Rework,No Pull
O102066,24.73,0,High,Pass,Full Pull
O102067,82.4,30,Low,Fail,No Pull
O102068,25.85,0,High,Pass,Full Pull
O102069,33.72,22,Low,Pass,No Pull
O102070,39.53,23,Low,Pass,No Pull
O102071,15.6,5,High,Pass,Full Pull
O102072,32.13,1,High,Fail,No Pull
O102073,26.65,1,High,Pass,Full Pull
O102074,36.82,4,High,Pass,Full Pull
O102075,31.25,4,High,Pass,Full Pull
O102076,65.68,29,Medium,Pass,Partial Pull
O102077,25.88,6,High,Pass,Full Pull
O102078,47.75,24,Medium,Pass,Partial Pull
O102079,33.31,1,High,Pass,Full Pull
O102080,46.41,20,Medium,Pass,Partial Pull
O102081,18.82,14,Medium,Pass,Partial Pull
O102082,24.64,16,Medium,Pass,Partial Pull
O102083,31.54,24,Medium,Rework,Partial Pull
O102084,31.91,6,High,Rework,Full Pull
O102085,27.65,0,Medium,Pass,Partial Pull
O102086,28.77,6,Medium,Pass,Partial Pull
O102087,52.09,24,Medium,Pass,Partial Pull
O102088,41.72,18,Medium,Pass,Partial Pull
O102089,53.89,28,Medium,Pass,Partial Pull
O102090,49.45,25,Medium,Pass,Partial Pull
O102091,32.81,4,High,Pass,Full Pull
O102092,24.78,1,Medium,Pass,Partial Pull
O102093,13.07,0,High,Pass,Full Pull
O102094,52.72,5,Medium,Pass,Partial Pull
O102095,44.97,14,Medium,Pass,Partial Pull
O102096,30.49,0,High,Pass,Full Pull
O102097,56.97,26,Medium,Pass,Partial Pull
O102098,32.32,14,Low,Pass,Partial Pull
O102099,38.2,22,Low,Pass,No Pull
O102100,57.36,27,Low,Pass,No Pull
O102101,14.39,1,High,Pass,Full Pull
O102102,38.87,13,Medium,Pass,Partial Pull
O102103,65.3,20,Low,Pass,No Pull
O102104,45.17,30,Low,Pass,No Pull
O102105,40.09,25,Low,Pass,No Pull
O102106,41.07,6,High,Pass,Full Pull
O102107,25.73,8,Medium,Fail,No Pull
O102108,51.26,24,Medium,Pass,Partial Pull
O102109,52.2,20,Medium,Pass,Partial Pull
O102110,21.12,7,Medium,Pass,Partial Pull
O102111,32.3,15,Medium,Pass,Partial Pull
O102112,54.3,28,Low,Pass,No Pull
O102113,38.39,6,Medium,Pass,Partial Pull
O102114,30.59,10,Medium,Pass,Partial Pull
O102115,63.03,27,Medium,Pass,Partial Pull
O102116,35.52,20,Medium,Rework,Partial Pull
O102117,36.22,6,High,Pass,Full Pull
O102118,31.97,8,Medium,Pass,Partial Pull
O102119,30.21,26,Low,Rework,No Pull
O102120,32.59,8,Medium,Pass,Partial Pull
O102121,27.86,21,Low,Pass,No Pull
O102122,30.14,15,Medium,Pass,Partial Pull
O102123,25.09,6,Medium,Rework,Partial Pull
O102124,36.7,11,Medium,Rework,Partial Pull
O102125,56.65,22,Medium,Rework,Partial Pull
O102126,32.8,24,Medium,Pass,Partial Pull
O102127,21.51,0,High,Pass,Full Pull
O102128,35.72,28,Medium,Pass,Partial Pull
O102129,30.91,7,High,Pass,Full Pull
O102130,25.36,20,Low,Pass,No Pull
O102131,24.41,8,Medium,Pass,Partial Pull
O102132,54.0,8,Medium,Pass,Partial Pull
O102133,62.57,27,Low,Rework,No Pull
O102134,43.04,21,Medium,Pass,Partial Pull
O102135,75.86,28,Low,Pass,No Pull
O102136,17.0,0,High,Pass,Full Pull
O102137,30.01,8,Medium,Pass,Partial Pull
O102138,14.27,1,High,Rework,Full Pull
O102139,33.95,14,Medium,Pass,Partial Pull
O102140,46.11,14,Medium,Pass,Partial Pull
O102141,58.61,30,Low,Pass,No Pull
O102142,35.11,7,Medium,Pass,Partial Pull
O102143,45.95,20,Medium,Pass,Partial Pull
O102144,43.32,30,Low,Pass,No Pull
O102145,30.72,2,Medium,Pass,Partial Pull
O102146,33.51,13,Medium,Pass,Partial Pull
O102147,54.15,12,Medium,Pass,Partial Pull
O102148,16.24,0,High,Pass,Full Pull
O102149,28.04,13,Medium,Pass,Partial Pull
O102150,15.58,7,Medium,Pass,Partial Pull
O102151,35.31,9,High,Pass,Partial Pull
O102152,38.58,6,High,Pass,Full Pull
O102153,32.71,16,Medium,Pass,Partial Pull
O102154,19.76,12,Medium,Pass,Partial Pull
O102155,42.95,22,Low,Pass,No Pull
O102156,71.82,10,High,Rework,Partial Pull
O102157,39.93,21,Medium,Pass,Partial Pull
O102158,43.69,16,Medium,Pass,Partial Pull
O102159,30.29,10,High,Fail,No Pull
O102160,60.95,25,Medium,Pass,Partial Pull
O102161,34.78,22,Medium,Pass,Partial Pull
O102162,36.55,16,Medium,Pass,Partial Pull
O102163,37.72,16,Medium,Rework,Partial Pull
O102164,50.32,23,Medium,Pass,Partial Pull
O102165,41.94,23,Medium,Pass,Partial Pull
O102166,78.97,22,Medium,Rework,Partial Pull
O102167,22.55,3,High,Fail,No Pull
O102168,18.36,7,Medium,Pass,Partial Pull
O102169,46.07,12,Medium,Pass,Partial Pull
O102170,29.81,17,Medium,Pass,Partial Pull
O102171,32.58,12,Medium,Rework,Partial Pull
O102172,35.6,25,Low,Rework,No Pull
O102173,19.76,10,Medium,Pass,Partial Pull
O102174,34.3,16,Medium,Pass,Partial Pull
O102175,43.85,21,Medium,Pass,Partial Pull
O102176,34.4,11,Medium,Pass,Partial Pull
O102177,35.83,17,Medium,Pass,Partial Pull
O102178,48.32,22,Medium,Fail,No Pull
O102179,31.44,11,High,Pass,Partial Pull
O102180,39.6,30,Low,Pass,No Pull
O102181,38.25,16,Medium,Pass,Partial Pull
O102182,48.11,24,Low,Rework,No Pull
O102183,45.93,21,Medium,Pass,Partial Pull
O102184,65.26,25,Low,Pass,No Pull
O102185,43.09,20,Medium,Pass,Partial Pull
O102186,30.13,16,Medium,Pass,Partial Pull
O102187,35.04,23,Medium,Pass,Partial Pull
O102188,25.22,14,Medium,Pass,Partial Pull
O102189,71.23,26,Low,Rework,No Pull
O102190,36.35,15,Medium,Pass,Partial Pull
O102191,68.82,22,Low,Pass,No Pull
O102192,39.14,6,Medium,Pass,Partial Pull
O102193,24.27,5,High,Pass,Full Pull
O102194,30.16,17,Medium,Pass,Partial Pull
O102195,56.27,26,Medium,Pass,Partial Pull
O102196,37.48,22,Low,Pass,No Pull
O102197,35.05,10,High,Pass,Partial Pull
O102198,54.27,26,Medium,Pass,Partial Pull
O102199,29.05,20,Medium,Pass,Partial Pull
O102200,32.48,17,Medium,Fail,No Pull
O102201,50.72,30,Low,Pass,No Pull
O102202,54.96,24,Medium,Pass,Partial Pull
O102203,34.52,9,High,Fail,No Pull
O102204,17.58,2,High,Pass,Full Pull
O102205,27.18,8,Medium,Pass,Partial Pull
O102206,32.99,5,Medium,Rework,Partial Pull
O102207,26.39,5,High,Pass,Full Pull
O102208,30.61,16,Medium,Rework,Partial Pull
O102209,55.89,30,Low,Pass,No Pull
O102210,44.11,20,Medium,Pass,Partial Pull
O102211,43.0,13,Medium,Pass,Partial Pull
O102212,35.95,7,Medium,Pass,Partial Pull
O102213,45.02,24,Medium,Pass,Partial Pull
O102214,45.4,17,Medium,Pass,Partial Pull
O102215,12.38,1,High,Pass,Full Pull
O102216,37.25,14,Medium,Pass,Partial Pull
O102217,37.92,5,Medium,Pass,Partial Pull
O102218,38.11,15,Medium,Rework,Partial Pull
O102219,13.42,1,High,Pass,Full Pull
O102220,25.81,6,Medium,Pass,Partial Pull
O102221,32.79,25,Low,Pass,No Pull
O102222,17.9,5,Medium,Fail,No Pull
O102223,24.75,3,Medium,Pass,Partial Pull
O102224,55.41,6,Medium,Pass,Partial Pull
O102225,65.67,28,Low,Rework,No Pull
O102226,61.54,29,Medium,Pass,Partial Pull
O102227,47.67,20,Medium,Pass,Partial Pull
O102228,57.89,24,Medium,Pass,Partial Pull
O102229,58.05,28,Low,Pass,No Pull
O102230,32.12,9,Medium,Pass,Partial Pull
O102231,58.07,12,Medium,Fail,No Pull
O102232,13.33,0,High,Pass,Full Pull
O102233,39.69,16,Medium,Pass,Partial Pull
O102234,53.8,28,Medium,Rework,Partial Pull
O102235,24.46,0,High,Rework,Full Pull
O102236,41.11,22,Medium,Pass,Partial Pull
O102237,32.65,14,Medium,Pass,Partial Pull
O102238,41.4,29,Medium,Pass,Partial Pull
O102239,53.58,18,Medium,Pass,Partial Pull
O102240,47.22,12,High,Rework,Partial Pull
O102241,25.97,3,Medium,Pass,Partial Pull
O102242,38.92,17,Medium,Pass,Partial Pull
O102243,55.08,30,Medium,Pass,Partial Pull
O102244,9.72,0,High,Pass,Full Pull
O102245,31.48,0,High,Pass,Full Pull
O102246,46.51,27,Medium,Pass,Partial Pull
O102247,36.69,8,Medium,Pass,Partial Pull
O102248,32.81,18,Low,Pass,No Pull
O102249,33.68,19,Medium,Pass,Partial Pull
O102250,26.83,14,Medium,Pass,Partial Pull
O102251,26.77,15,Medium,Pass,Partial Pull
O102252,39.9,21,Low,Pass,No Pull
O102253,36.64,7,Medium,Pass,Partial Pull
O102254,19.29,5,Medium,Pass,Partial Pull
O102255,65.23,30,Low,Pass,No Pull
O102256,36.34,0,High,Rework,Full Pull
O102257,21.05,5,Medium,Pass,Partial Pull
O102258,68.33,22,Medium,Pass,Partial Pull
O102259,36.35,17,Medium,Pass,Partial Pull
O102260,34.32,9,Medium,Pass,Partial Pull
O102261,29.26,3,High,Pass,Full Pull
O102262,40.7,11,High,Rework,Partial Pull
O102263,26.55,1,High,Pass,Full Pull
O102264,48.68,17,Medium,Pass,Partial Pull
O102265,53.5,15,Medium,Pass,Partial Pull
O102266,50.61,28,Low,Pass,No Pull
O102267,50.84,24,Medium,Pass,Partial Pull
O102268,38.59,14,Medium,Pass,Partial Pull
O102269,35.08,16,Medium,Pass,Partial Pull
O102270,40.53,21,Medium,Pass,Partial Pull
O102271,27.95,9,High,Pass,Partial Pull
O102272,34.75,18,Medium,Pass,Partial Pull
O102273,15.83,0,Medium,Pass,Partial Pull
O102274,73.93,29,Medium,Pass,Partial Pull
O102275,34.15,29,Medium,Pass,Partial Pull
O102276,74.14,27,Medium,Pass,Partial Pull
O102277,28.77,6,High,Pass,Full Pull
O102278,47.65,24,Low,Pass,No Pull
O102279,34.91,17,Medium,Pass,Partial Pull
O102280,58.16,30,Low,Pass,No Pull
O102281,13.39,0,High,Pass,Full Pull
O102282,17.88,12,Medium,Pass,Partial Pull
O102283,14.74,3,Medium,Pass,Partial Pull
O102284,42.09,29,Medium,Pass,Partial Pull
O102285,10.01,5,Medium,Pass,Partial Pull
O102286,17.77,1,High,Pass,Full Pull
O102287,34.04,3,Medium,Pass,Partial Pull
O102288,75.31,29,Low,Pass,No Pull
O102289,24.45,16,Medium,Pass,Partial Pull
O102290,42.91,3,High,Pass,Full Pull
O102291,45.1,12,Medium,Pass,Partial Pull
O102292,35.57,13,Medium,Pass,Partial Pull
O102293,36.58,24,Low,Pass,No Pull
O102294,40.14,6,High,Fail,No Pull
O102295,13.1,3,High,Pass,Full Pull
O102296,46.48,23,Medium,Pass,Partial Pull
O102297,35.21,13,Medium,Pass,Partial Pull
O102298,27.44,3,High,Pass,Full Pull
O102299,53.72,13,Medium,Rework,Partial Pull
O102300,37.63,13,Medium,Rework,Partial Pull
O102301,25.29,7,Medium,Pass,Partial Pull
O102302,40.72,6,High,Pass,Full Pull
O102303,22.13,2,Medium,Pass,Partial Pull
O102304,28.35,26,Low,Pass,No Pull
O102305,14.45,0,High,Fail,No Pull
O102306,52.07,15,Medium,Pass,Partial Pull
O102307,35.84,0,High,Rework,Full Pull
O102308,61.55,24,Medium,Pass,Partial Pull
O102309,31.21,12,High,Pass,Partial Pull
O102310,56.68,30,Low,Pass,No Pull
O102311,17.6,1,High,Pass,Full Pull
O102312,24.25,10,Medium,Pass,Partial Pull
O102313,28.91,12,Medium,Pass,Partial Pull
O102314,11.34,2,High,Pass,Full Pull
O102315,38.5,13,High,Pass,Partial Pull
O102316,26.05,14,Medium,Rework,Partial Pull
O102317,18.79,13,Medium,Pass,Partial Pull
O102318,56.79,16,Medium,Pass,Partial Pull
O102319,46.68,5,Medium,Pass,Partial Pull
O102320,19.57,7,High,Pass,Full Pull
O102321,26.77,15,Medium,Pass,Partial Pull
O102322,27.49,19,Medium,Rework,Partial Pull
O102323,30.1,12,Medium,Pass,Partial Pull
O102324,35.33,14,High,Pass,Partial Pull
O102325,52.38,30,Low,Pass,No Pull
O102326,58.17,20,Medium,Pass,Partial Pull
O102327,32.87,1,High,Pass,Full Pull
O102328,34.74,11,High,Pass,Partial Pull
O102329,33.9,1,High,Pass,Full Pull
O102330,56.8,27,Medium,Pass,Partial Pull
O102331,43.79,25,Medium,Pass,Partial Pull
O102332,42.54,14,Medium,Pass,Partial Pull
O102333,34.54,8,Medium,Pass,Partial Pull
O102334,41.71,22,Medium,Rework,Partial Pull
O102335,32.51,5,High,Pass,Full Pull
O102336,38.74,23,Medium,Pass,Partial Pull
O102337,55.21,27,Low,Pass,No Pull
O102338,17.74,5,Medium,Pass,Partial Pull
O102339,39.83,16,Medium,Pass,Partial Pull
O102340,25.8,4,High,Pass,Full Pull
O102341,32.72,19,Low,Pass,No Pull
O102342,56.23,20,Medium,Pass,Partial Pull
O102343,16.21,0,High,Pass,Full Pull
O102344,62.6,29,Medium,Pass,Partial Pull
O102345,28.58,8,Medium,Pass,Partial Pull
O102346,37.93,14,Medium,Pass,Partial Pull
O102347,38.68,8,Medium,Pass,Partial Pull
O102348,61.61,28,Medium,Pass,Partial Pull
O102349,42.47,23,Medium,Pass,Partial Pull
O102350,41.03,30,Medium,Pass,Partial Pull
O102351,27.01,11,High,Pass,Partial Pull
O102352,39.15,17,Low,Pass,Partial Pull
O102353,47.56,17,Medium,Pass,Partial Pull
O102354,26.93,7,Medium,Pass,Partial Pull
O102355,56.44,28,Low,Pass,No Pull
O102356,58.56,26,Low,Pass,No Pull
O102357,77.48,30,Low,Pass,No Pull
O102358,65.89,14,Medium,Pass,Partial Pull
O102359,38.73,3,High,Rework,Full Pull
O102360,15.03,4,High,Pass,Full Pull
O102361,33.89,17,High,Rework,Partial Pull
O102362,61.2,25,Medium,Pass,Partial Pull
O102363,47.37,21,Low,Pass,No Pull
O102364,29.94,22,Low,Pass,No Pull
O102365,44.22,24,Medium,Fail,No Pull
O102366,51.59,26,Medium,Pass,Partial Pull
O102367,44.44,28,Low,Pass,No Pull
O102368,38.02,11,Medium,Pass,Partial Pull
O102369,47.13,22,Low,Pass,No Pull
O102370,26.32,8,Medium,Pass,Partial Pull
O102371,35.04,21,Low,Pass,No Pull
O102372,12.22,1,High,Fail,No Pull
O102373,24.87,1,High,Rework,Full Pull
O102374,21.37,6,High,Pass,Full Pull
O102375,21.04,16,Medium,Pass,Partial Pull
O102376,68.58,28,Low,Pass,No Pull
O102377,35.65,18,Medium,Fail,No Pull
O102378,42.98,17,Medium,Pass,Partial Pull
O102379,43.24,21,Medium,Rework,Partial Pull
O102380,39.61,27,Medium,Pass,Partial Pull
O102381,28.53,18,Medium,Pass,Partial Pull
O102382,49.5,22,Medium,Pass,Partial Pull
O102383,37.26,12,Medium,Pass,Partial Pull
O102384,56.32,30,Low,Pass,No Pull
O102385,39.37,15,Medium,Pass,Partial Pull
O102386,53.83,27,Low,Pass,No Pull
O102387,31.48,29,Low,Rework,No Pull
O102388,61.16,27,Low,Pass,No Pull
O102389,36.56,10,Medium,Pass,Partial Pull
O102390,38.84,11,High,Pass,Partial Pull
O102391,54.77,24,Medium,Pass,Partial Pull
O102392,50.85,28,Medium,Pass,Partial Pull
O102393,46.64,18,Medium,Pass,Partial Pull
O102394,46.91,24,Low,Pass,No Pull
O102395,32.8,13,Medium,Pass,Partial Pull
O102396,58.45,26,Medium,Pass,Partial Pull
O102397,28.74,12,Medium,Pass,Partial Pull
O102398,37.03,19,Medium,Pass,Partial Pull
O102399,42.54,16,Medium,Pass,Partial Pull
O102400,44.09,25,Medium,Pass,Partial Pull
O102401,67.32,24,Medium,Pass,Partial Pull
O102402,51.56,26,Medium,Fail,No Pull
O102403,24.84,3,High,Pass,Full Pull
O102404,29.51,7,Medium,Fail,No Pull
O102405,56.2,28,Medium,Pass,Partial Pull
O102406,32.32,4,High,Pass,Full Pull
O102407,30.68,23,Medium,Pass,Partial Pull
O102408,32.27,19,Medium,Pass,Partial Pull
O102409,34.5,10,Medium,Rework,Partial Pull
O102410,33.65,1,High,Rework,Full Pull
O102411,32.96,0,High,Pass,Full Pull
O102412,51.92,27,Low,Pass,No Pull
O102413,42.73,3,High,Rework,Full Pull
O102414,38.85,23,Medium,Pass,Partial Pull
O102415,26.6,4,High,Pass,Full Pull
O102416,46.42,12,Medium,Pass,Partial Pull
O102417,24.78,3,High,Pass,Full Pull
O102418,39.87,19,Medium,Pass,Partial Pull
O102419,28.47,3,Medium,Fail,No Pull
O102420,40.79,19,Medium,Pass,Partial Pull
O102421,50.7,29,Low,Pass,No Pull
O102422,42.16,22,Medium,Pass,Partial Pull
O102423,42.05,20,Medium,Pass,Partial Pull
O102424,56.56,28,Low,Pass,No Pull
O102425,64.18,25,Medium,Fail,No Pull
O102426,57.34,22,Low,Pass,No Pull
O102427,30.06,17,Medium,Pass,Partial Pull
O102428,40.26,12,Medium,Pass,Partial Pull
O102429,43.48,19,Medium,Pass,Partial Pull
O102430,25.13,3,High,Rework,Full Pull
O102431,56.94,27,Low,Pass,No Pull
O102432,59.21,27,Low,Pass,No Pull
O102433,30.43,8,Medium,Pass,Partial Pull
O102434,42.36,23,Medium,Rework,Partial Pull
O102435,50.59,21,Medium,Pass,Partial Pull
O102436,63.56,26,Low,Fail,No Pull
O102437,51.35,27,Low,Pass,No Pull
O102438,35.86,23,Low,Pass,No Pull
O102439,52.25,29,Low,Pass,No Pull
O102440,53.76,10,Medium,Pass,Partial Pull
O102441,35.85,13,Medium,Pass,Partial Pull
O102442,17.17,4,High,Pass,Full Pull
O102443,41.08,26,Medium,Pass,Partial Pull
O102444,29.33,8,Medium,Pass,Partial Pull
O102445,38.81,15,Medium,Pass,Partial Pull
O102446,22.57,5,Medium,Rework,Partial Pull
O102447,20.42,7,High,Pass,Full Pull
O102448,35.3,20,Medium,Pass,Partial Pull
O102449,30.84,7,Medium,Pass,Partial Pull
O102450,43.79,15,Medium,Pass,Partial Pull
O102451,39.68,14,Medium,Pass,Partial Pull
O102452,51.43,19,Medium,Pass,Partial Pull
O102453,36.32,7,Medium,Rework,Partial Pull
O102454,42.39,15,Medium,Pass,Partial Pull
O102455,17.61,0,High,Fail,No Pull
O102456,47.37,16,Medium,Pass,Partial Pull
O102457,20.83,3,High,Pass,Full Pull
O102458,32.87,22,Medium,Pass,Partial Pull
O102459,55.95,26,Low,Pass,No Pull
O102460,60.17,12,High,Pass,Partial Pull
O102461,52.04,27,Low,Pass,No Pull
O102462,32.31,12,Medium,Pass,Partial Pull
O102463,46.52,27,Medium,Pass,Partial Pull
O102464,49.87,16,Medium,Pass,Partial Pull
O102465,35.01,17,Medium,Pass,Partial Pull
O102466,29.87,12,High,Rework,Partial Pull
O102467,51.89,28,Low,Pass,No Pull
O102468,32.09,21,Medium,Pass,Partial Pull
O102469,42.32,15,Medium,Pass,Partial Pull
O102470,39.71,24,Low,Pass,No Pull
O102471,43.58,14,Medium,Pass,Partial Pull
O102472,55.36,27,Low,Pass,No Pull
O102473,41.29,14,Medium,Fail,No Pull
O102474,69.06,25,Medium,Pass,Partial Pull
O102475,30.38,7,Medium,Pass,Partial Pull
