order_id,workstation_id,product_type,batch_size,wip_level,machine_utilization_pct,operator_skill,setup_condition,machine_condition,setup_time_min,processing_time_min,queue_delay_min,breakdown_event,breakdown_delay_min,cycle_time_min
O101134,WS2,Custom,49,15,80.9,1,Poor,Degraded,9.76,17.94,19.86,0,0.0,48.71
O101135,WS4,Standard,37,28,60.0,3,Good,Degraded,4.92,11.11,40.06,0,0.0,56.66
O101136,WS6,Custom,89,7,80.9,4,Normal,Degraded,7.03,33.42,5.47,0,0.0,43.48
O101137,WS3,Custom,34,23,62.5,4,Good,Degraded,5.52,8.15,16.99,0,0.0,29.65
O101138,WS3,Custom,46,3,65.5,2,Good,Healthy,3.1,13.27,4.09,0,0.0,19.68
O101139,WS3,Standard,31,8,88.0,5,Normal,Healthy,7.56,10.0,11.69,0,0.0,29.9
O101140,WS5,Standard,90,1,80.3,2,Good,Healthy,4.64,24.57,0.91,0,0.0,33.26
O101141,WS3,Premium,81,28,57.4,3,Normal,Healthy,5.61,21.15,33.38,0,0.0,57.68
O101142,WS2,Standard,25,9,73.3,5,Normal,Degraded,6.27,8.81,6.45,1,4.89,24.69
O101143,WS1,Custom,32,25,83.1,1,Normal,Healthy,5.47,6.73,34.47,0,0.0,49.5
O101144,WS1,Standard,26,13,72.6,3,Good,Healthy,2.38,6.14,18.31,0,0.0,28.53
O101145,WS6,Custom,23,3,75.9,3,Good,Degraded,1.83,11.46,2.3,0,0.0,15.93
O101146,WS3,Custom,31,10,82.9,4,Normal,Healthy,8.61,10.47,13.48,0,0.0,33.33
O101147,WS1,Premium,87,10,80.5,4,Normal,Healthy,8.1,18.27,9.87,0,0.0,37.38
O101148,WS6,Custom,51,15,68.1,4,Normal,Healthy,7.39,19.73,16.81,0,0.0,44.29
O101149,WS6,Standard,44,10,80.3,2,Poor,Degraded,12.19,21.31,15.08,0,0.0,48.76
O101150,WS2,Standard,27,20,76.6,3,Good,Healthy,3.47,8.48,29.22,0,0.0,43.6
O101151,WS2,Custom,26,22,99.0,1,Poor,Healthy,14.36,9.85,22.65,0,0.0,43.94
O101152,WS6,Custom,60,4,78.8,5,Good,Healthy,2.78,19.55,5.75,0,0.0,30.33
O101153,WS1,Standard,78,16,81.6,2,Good,Degraded,4.0,14.38,13.8,0,0.0,29.89
O101154,WS2,Standard,60,17,83.1,3,Normal,Healthy,8.35,13.88,12.62,0,0.0,37.5
O101155,WS3,Custom,69,8,76.1,4,Good,Healthy,3.51,16.23,7.85,0,0.0,27.35
O101156,WS5,Standard,33,23,71.4,4,Good,Degraded,3.71,12.11,25.15,0,0.0,40.54
O101157,WS3,Custom,96,7,85.5,1,Good,Degraded,4.97,26.57,8.08,0,0.0,37.41
O101158,WS2,Premium,84,27,85.6,4,Good,Healthy,4.81,17.18,21.09,0,0.0,44.7
O101159,WS5,Standard,89,14,99.0,2,Normal,Healthy,6.61,29.3,15.04,0,0.0,51.71
O101160,WS5,Standard,70,11,88.9,3,Good,Healthy,5.2,18.39,8.65,0,0.0,32.1
O101161,WS1,Premium,73,20,89.1,1,Normal,Degraded,5.53,21.76,19.34,0,0.0,45.04
O101162,WS1,Standard,16,19,88.6,4,Normal,Healthy,9.41,6.58,22.6,0,0.0,40.43
O101163,WS4,Custom,24,15,71.7,3,Good,Critical,2.81,13.94,14.4,0,0.0,30.75
O101164,WS2,Standard,22,21,64.9,1,Good,Degraded,3.21,5.66,12.77,0,0.0,20.88
O101165,WS4,Standard,53,8,68.0,1,Poor,Healthy,9.58,18.82,10.23,0,0.0,40.83
O101166,WS1,Standard,63,25,88.3,4,Normal,Healthy,7.64,12.01,27.57,0,0.0,48.26
O101167,WS5,Standard,20,19,97.1,1,Normal,Degraded,7.3,12.51,13.97,0,0.0,38.14
O101168,WS2,Premium,78,6,88.8,3,Normal,Degraded,7.59,23.67,4.1,0,0.0,35.58
O101169,WS2,Custom,59,30,78.0,4,Good,Degraded,4.24,14.76,29.59,0,0.0,52.48
O101170,WS1,Standard,64,26,99.0,5,Good,Healthy,4.93,10.79,40.03,0,0.0,56.74
O101171,WS2,Standard,93,5,74.7,1,Normal,Degraded,8.7,22.76,4.83,0,0.0,37.7
O101172,WS4,Custom,63,24,66.2,2,Good,Degraded,4.21,19.06,37.87,0,0.0,61.36
O101173,WS4,Standard,10,16,83.0,1,Normal,Critical,6.73,6.52,21.17,1,34.46,69.98
O101174,WS5,Standard,79,23,95.5,5,Normal,Healthy,6.76,23.4,36.21,0,0.0,68.23
O101175,WS4,Custom,89,11,69.9,3,Normal,Healthy,9.65,23.1,16.03,0,0.0,48.87
O101176,WS3,Standard,17,7,59.5,5,Normal,Healthy,6.97,4.4,9.9,0,0.0,20.18
O101177,WS5,Standard,59,6,80.5,1,Good,Degraded,3.61,22.24,4.66,0,0.0,29.58
O101178,WS1,Standard,52,2,89.3,4,Good,Degraded,5.97,12.59,1.83,0,0.0,20.99
O101179,WS5,Standard,23,27,44.4,1,Good,Healthy,3.5,6.91,34.56,0,0.0,44.5
O101180,WS4,Standard,35,9,91.7,1,Normal,Healthy,7.79,12.58,8.37,0,0.0,29.08
O101181,WS2,Standard,87,29,63.6,3,Good,Healthy,6.08,14.73,34.3,0,0.0,56.39
O101182,WS4,Standard,45,7,88.7,2,Good,Healthy,5.38,16.6,4.87,0,0.0,27.68
O101183,WS6,Premium,58,10,56.0,2,Good,Degraded,3.42,22.7,10.91,0,0.0,38.87
O101184,WS3,Standard,80,27,62.3,1,Good,Healthy,3.84,17.78,36.29,0,0.0,58.25
O101185,WS4,Custom,50,10,87.4,3,Normal,Healthy,7.24,17.04,13.7,0,0.0,36.48
O101186,WS3,Standard,91,23,94.6,2,Good,Critical,4.67,28.15,22.68,0,0.0,54.82
O101187,WS3,Standard,55,2,79.9,5,Poor,Healthy,12.66,14.53,2.65,0,0.0,30.83
O101188,WS2,Standard,99,29,99.0,4,Good,Healthy,3.89,18.92,33.63,0,0.0,58.65
O101189,WS2,Custom,23,19,67.7,3,Normal,Healthy,8.14,5.9,17.9,0,0.0,32.25
O101190,WS2,Standard,90,23,67.6,4,Good,Healthy,5.18,16.14,15.27,0,0.0,35.4
O101191,WS5,Standard,20,0,76.4,3,Good,Healthy,3.27,6.61,0.0,0,0.0,10.83
O101192,WS2,Custom,83,29,75.8,3,Poor,Degraded,11.15,25.16,21.87,0,0.0,60.93
O101193,WS4,Standard,70,15,83.4,5,Poor,Healthy,11.22,18.38,20.93,0,0.0,51.06
O101194,WS2,Premium,60,6,71.1,3,Poor,Healthy,10.18,16.71,4.26,0,0.0,29.49
O101195,WS2,Standard,90,4,86.8,3,Good,Healthy,4.82,17.21,4.28,0,0.0,23.65
O101196,WS4,Custom,68,2,86.5,3,Good,Healthy,4.1,20.26,1.4,0,0.0,28.86
O101197,WS4,Custom,73,20,99.0,4,Normal,Healthy,7.93,19.93,26.08,0,0.0,54.18
O101198,WS3,Standard,78,6,74.1,4,Good,Healthy,2.9,17.58,4.06,0,0.0,22.69
O101199,WS5,Standard,86,28,84.0,3,Normal,Healthy,6.17,26.29,34.24,0,0.0,66.15
O101200,WS4,Premium,31,7,87.3,1,Normal,Degraded,7.5,12.98,8.88,0,0.0,33.04
O101201,WS2,Standard,86,2,79.9,4,Normal,Healthy,8.93,18.19,1.56,0,0.0,31.47
O101202,WS1,Standard,63,26,77.5,3,Normal,Degraded,7.09,13.45,21.34,0,0.0,41.65
O101203,WS2,Standard,12,24,55.2,5,Normal,Healthy,7.03,4.19,37.58,0,0.0,47.09
O101204,WS3,Standard,93,16,81.0,5,Good,Healthy,3.96,19.3,11.48,0,0.0,37.43
O101205,WS2,Standard,80,25,87.1,1,Good,Healthy,4.05,18.22,35.24,0,0.0,59.25
O101206,WS3,Standard,91,22,79.3,5,Normal,Healthy,5.18,19.02,28.71,0,0.0,53.13
O101207,WS1,Premium,80,5,70.6,5,Normal,Healthy,6.1,16.59,4.06,0,0.0,22.11
O101208,WS3,Standard,41,12,59.8,5,Good,Degraded,4.66,12.52,17.7,0,0.0,35.19
O101209,WS3,Custom,41,28,85.4,3,Good,Healthy,3.27,11.42,18.77,0,0.0,34.85
O101210,WS6,Premium,35,21,80.4,2,Normal,Healthy,8.79,16.7,24.23,0,0.0,49.36
O101211,WS6,Standard,47,19,96.7,4,Normal,Degraded,5.11,22.0,14.4,0,0.0,40.27
O101212,WS6,Custom,13,5,62.6,5,Normal,Healthy,5.28,3.5,5.78,0,0.0,12.51
O101213,WS4,Standard,77,16,74.4,3,Good,Healthy,3.92,17.31,18.77,0,0.0,40.29
O101214,WS6,Standard,78,5,64.1,5,Good,Healthy,5.11,22.18,3.0,0,0.0,27.88
O101215,WS2,Standard,99,20,92.3,2,Normal,Healthy,7.95,21.96,27.9,0,0.0,58.65
O101216,WS4,Standard,60,6,94.9,5,Good,Degraded,4.34,17.7,4.7,1,1.43,25.76
O101217,WS5,Standard,99,8,99.0,1,Normal,Healthy,7.79,30.72,5.66,0,0.0,43.14
O101218,WS3,Standard,29,17,86.3,5,Normal,Healthy,7.04,8.61,23.35,0,0.0,37.36
O101219,WS2,Standard,53,0,89.5,5,Good,Degraded,5.08,12.4,0.0,0,0.0,15.55
O101220,WS4,Premium,81,21,85.2,4,Good,Healthy,5.08,20.2,33.06,0,0.0,56.11
O101221,WS6,Premium,81,13,86.9,4,Good,Healthy,3.53,29.6,19.55,0,0.0,55.05
O101222,WS4,Custom,80,15,80.6,3,Poor,Healthy,11.52,25.48,10.32,0,0.0,47.09
O101223,WS2,Standard,52,23,87.4,5,Normal,Healthy,6.65,11.65,26.46,0,0.0,42.46
O101224,WS1,Premium,16,23,99.0,1,Good,Healthy,4.68,3.5,27.62,0,0.0,37.03
O101225,WS1,Premium,88,28,82.6,2,Poor,Healthy,10.03,21.85,19.13,0,0.0,49.67
O101226,WS5,Custom,44,5,80.3,1,Normal,Healthy,8.66,18.68,7.63,0,0.0,37.47
O101227,WS3,Custom,69,13,82.4,2,Normal,Degraded,6.94,23.45,11.86,0,0.0,41.34
O101228,WS2,Standard,22,2,78.2,3,Poor,Degraded,9.6,8.66,1.34,0,0.0,18.86
O101229,WS6,Premium,95,8,83.0,2,Good,Degraded,3.7,37.68,12.47,1,5.2,56.56
O101230,WS3,Standard,33,17,77.8,3,Good,Healthy,4.97,9.03,13.73,0,0.0,30.23
O101231,WS5,Custom,100,4,93.7,2,Normal,Critical,5.5,45.75,3.86,0,0.0,53.44
O101232,WS5,Standard,75,13,92.5,2,Good,Healthy,3.99,20.75,14.4,0,0.0,38.21
O101233,WS5,Standard,40,29,99.0,3,Normal,Degraded,8.88,17.87,25.12,0,0.0,49.95
O101234,WS6,Premium,43,2,79.7,2,Good,Degraded,2.92,21.87,2.92,0,0.0,25.68
O101235,WS6,Custom,99,7,83.5,5,Good,Healthy,4.21,29.15,7.88,0,0.0,42.05
O101236,WS1,Custom,64,8,83.0,5,Good,Healthy,4.43,12.07,9.48,0,0.0,29.58
O101237,WS3,Standard,73,28,82.4,5,Good,Degraded,3.49,17.13,36.16,0,0.0,58.05
O101238,WS6,Standard,65,22,93.6,1,Good,Degraded,3.58,27.32,34.04,0,0.0,61.76
O101239,WS4,Standard,31,5,60.5,3,Good,Healthy,4.54,10.77,6.77,0,0.0,23.75
O101240,WS3,Custom,22,21,85.5,4,Poor,Degraded,11.63,12.03,16.56,0,0.0,40.05
O101241,WS6,Standard,10,0,99.0,2,Good,Healthy,4.48,4.97,0.0,0,0.0,7.83
O101242,WS4,Standard,46,24,96.4,2,Good,Healthy,6.82,13.64,27.86,0,0.0,48.89
O101243,WS3,Standard,72,6,95.0,4,Good,Healthy,3.82,18.31,8.98,0,0.0,29.79
O101244,WS2,Standard,37,22,90.1,1,Good,Degraded,2.71,12.05,34.11,0,0.0,51.78
O101245,WS6,Standard,30,15,72.9,4,Good,Healthy,3.24,11.66,23.12,0,0.0,39.03
O101246,WS5,Custom,45,22,71.0,3,Normal,Healthy,8.87,13.94,27.21,0,0.0,48.01
O101247,WS6,Custom,31,10,71.1,4,Good,Healthy,2.58,13.15,13.26,0,0.0,29.16
O101248,WS5,Standard,49,16,66.3,4,Poor,Healthy,10.73,17.03,16.03,0,0.0,39.2
O101249,WS2,Standard,60,28,91.4,3,Poor,Healthy,6.28,16.89,40.06,0,0.0,62.23
O101250,WS3,Premium,34,24,97.6,3,Good,Healthy,5.65,10.55,14.99,0,0.0,33.27
O101251,WS2,Standard,12,16,85.2,1,Good,Degraded,4.03,6.77,17.39,0,0.0,30.84
O101252,WS2,Custom,19,28,89.7,5,Good,Healthy,4.57,4.47,41.24,0,0.0,49.32
O101253,WS5,Standard,47,3,83.5,1,Normal,Healthy,9.72,19.55,4.64,0,0.0,34.04
O101254,WS1,Standard,26,21,86.8,5,Good,Healthy,6.78,5.82,30.54,0,0.0,43.47
O101255,WS3,Standard,82,19,54.6,5,Poor,Healthy,12.32,18.76,11.7,0,0.0,44.61
O101256,WS6,Standard,25,7,83.8,4,Normal,Healthy,6.17,9.79,8.93,0,0.0,23.22
O101257,WS5,Standard,12,12,74.9,4,Normal,Healthy,6.89,4.81,14.39,0,0.0,28.26
O101258,WS2,Standard,66,12,79.5,1,Normal,Healthy,7.44,15.54,7.29,0,0.0,30.84
O101259,WS1,Standard,66,21,82.7,5,Poor,Healthy,13.46,14.47,18.74,0,0.0,47.17
O101260,WS3,Custom,71,19,71.4,3,Good,Healthy,4.77,17.48,12.55,0,0.0,35.37
O101261,WS4,Standard,24,24,67.1,2,Good,Degraded,4.05,8.7,27.24,0,0.0,40.03
O101262,WS6,Standard,71,20,71.0,4,Good,Healthy,3.24,21.43,25.29,0,0.0,51.99
O101263,WS4,Standard,88,30,62.6,3,Poor,Healthy,12.05,25.79,39.31,0,0.0,75.57
O101264,WS2,Standard,65,25,66.1,2,Normal,Healthy,9.6,15.63,17.59,0,0.0,40.97
O101265,WS5,Standard,45,17,67.8,2,Normal,Healthy,7.18,15.94,18.85,0,0.0,41.17
O101266,WS3,Standard,53,0,62.8,1,Good,Healthy,6.57,13.46,0.0,0,0.0,23.68
O101267,WS5,Custom,83,11,86.3,5,Poor,Degraded,10.97,32.45,12.28,0,0.0,58.32
O101268,WS1,Standard,23,3,69.2,4,Normal,Healthy,7.68,5.79,4.32,0,0.0,16.63
O101269,WS3,Standard,75,13,57.6,2,Normal,Healthy,6.62,15.91,20.1,0,0.0,42.23
O101270,WS3,Standard,34,30,75.2,4,Poor,Healthy,9.84,12.24,19.6,0,0.0,40.66
O101271,WS4,Standard,89,12,66.6,4,Good,Healthy,3.72,19.69,10.46,0,0.0,34.46
O101272,WS3,Custom,22,25,97.5,1,Good,Critical,3.63,12.59,38.07,0,0.0,53.64
O101273,WS3,Premium,57,13,81.6,1,Normal,Healthy,6.28,19.7,16.0,0,0.0,41.01
O101274,WS5,Standard,46,17,62.4,2,Good,Healthy,1.42,14.43,22.32,0,0.0,37.73
O101275,WS1,Standard,54,0,86.8,1,Good,Healthy,4.31,10.55,0.0,0,0.0,15.25
O101276,WS2,Custom,44,21,81.0,5,Good,Healthy,3.74,7.55,15.17,0,0.0,28.89
O101277,WS1,Custom,13,7,77.1,1,Good,Healthy,6.5,4.72,6.88,1,2.52,19.87
O101278,WS2,Custom,88,14,98.9,5,Poor,Healthy,9.56,22.81,9.14,0,0.0,41.87
O101279,WS3,Custom,58,30,68.3,3,Normal,Healthy,7.21,16.48,22.05,0,0.0,47.49
O101280,WS2,Standard,64,6,92.4,1,Good,Healthy,4.68,15.74,6.96,0,0.0,25.9
O101281,WS1,Custom,57,28,75.1,5,Good,Healthy,4.33,11.47,30.48,0,0.0,46.61
O101282,WS6,Standard,58,25,79.8,1,Good,Healthy,4.58,20.6,24.01,0,0.0,50.47
O101283,WS3,Standard,65,1,71.0,5,Normal,Healthy,4.74,12.83,1.21,0,0.0,19.93
O101284,WS5,Premium,48,11,71.8,1,Poor,Degraded,10.48,27.09,13.3,0,0.0,53.57
O101285,WS5,Standard,21,30,74.8,4,Poor,Healthy,14.68,8.01,39.07,0,0.0,62.7
O101286,WS1,Standard,12,14,57.2,2,Good,Critical,4.27,3.56,13.62,0,0.0,21.56
O101287,WS3,Standard,59,24,84.2,3,Good,Critical,4.18,19.1,31.3,0,0.0,55.35
O101288,WS4,Standard,26,28,81.4,5,Normal,Healthy,8.1,8.59,39.31,0,0.0,55.64
O101289,WS1,Standard,51,0,62.0,4,Normal,Healthy,7.86,9.39,0.0,0,0.0,19.36
O101290,WS1,Premium,65,22,87.9,2,Normal,Degraded,3.39,17.74,15.55,0,0.0,36.55
O101291,WS2,Custom,64,28,97.5,1,Normal,Healthy,7.81,18.78,37.25,0,0.0,63.54
O101292,WS2,Custom,25,17,72.0,2,Normal,Healthy,9.06,6.16,12.24,0,0.0,26.11
O101293,WS2,Standard,70,29,70.6,5,Good,Healthy,5.24,12.4,29.22,0,0.0,46.06
O101294,WS2,Standard,95,21,93.4,3,Good,Healthy,4.76,16.38,22.19,0,0.0,44.35
O101295,WS4,Standard,42,19,84.8,4,Good,Degraded,4.33,12.46,12.62,0,0.0,27.09
O101296,WS2,Standard,20,3,78.4,3,Good,Degraded,4.69,4.55,3.1,0,0.0,11.63
O101297,WS5,Standard,55,24,89.8,3,Good,Degraded,3.02,20.73,20.89,0,0.0,43.93
O101298,WS1,Standard,66,26,83.3,1,Normal,Degraded,6.16,16.63,23.9,0,0.0,47.81
O101299,WS4,Premium,45,10,97.1,1,Good,Healthy,3.46,15.5,11.53,0,0.0,32.06
O101300,WS5,Standard,64,4,79.8,4,Good,Healthy,3.88,14.06,5.11,0,0.0,25.71
O101301,WS3,Standard,79,17,85.1,2,Normal,Critical,6.36,25.49,25.13,1,4.59,60.31
O101302,WS2,Premium,62,29,93.2,2,Normal,Critical,7.06,22.89,38.57,0,0.0,69.93
O101303,WS2,Custom,82,22,50.6,2,Good,Degraded,1.91,17.99,30.29,0,0.0,50.67
O101304,WS2,Standard,23,25,93.6,4,Normal,Degraded,5.89,8.86,33.98,0,0.0,48.62
O101305,WS1,Standard,36,17,73.9,5,Poor,Healthy,7.08,7.05,11.79,0,0.0,27.24
O101306,WS4,Custom,60,12,86.0,4,Normal,Healthy,9.58,16.6,11.55,0,0.0,35.34
O101307,WS4,Standard,33,9,99.0,4,Normal,Degraded,5.63,11.08,10.45,1,8.11,34.32
O101308,WS3,Standard,100,25,76.3,5,Good,Healthy,4.24,19.23,25.08,0,0.0,46.6
O101309,WS6,Custom,71,20,74.5,3,Poor,Healthy,8.54,26.78,28.52,0,0.0,66.18
O101310,WS6,Standard,47,23,79.3,1,Good,Healthy,2.72,15.19,25.83,0,0.0,45.32
O101311,WS2,Standard,80,25,62.6,3,Poor,Healthy,11.21,18.99,16.49,0,0.0,44.76
O101312,WS5,Standard,99,30,99.0,5,Normal,Healthy,5.94,29.86,23.06,0,0.0,56.44
O101313,WS1,Premium,10,25,79.5,4,Good,Healthy,2.97,3.5,34.89,0,0.0,42.44
O101314,WS5,Premium,60,13,99.0,2,Good,Healthy,3.96,22.08,19.09,0,0.0,43.57
O101315,WS5,Standard,48,4,76.0,2,Normal,Healthy,6.34,19.09,6.39,0,0.0,33.01
O101316,WS3,Standard,78,17,80.4,5,Normal,Healthy,6.99,17.0,23.28,0,0.0,50.49
O101317,WS3,Standard,38,13,91.3,1,Good,Healthy,3.67,10.57,17.86,0,0.0,30.55
O101318,WS4,Standard,39,28,66.8,5,Normal,Degraded,7.57,12.05,26.41,0,0.0,47.11
O101319,WS2,Standard,79,1,78.8,4,Poor,Healthy,11.48,20.65,1.29,0,0.0,33.0
O101320,WS4,Custom,91,26,90.9,5,Normal,Healthy,8.11,25.17,27.45,0,0.0,63.6
O101321,WS6,Premium,23,19,77.4,2,Normal,Healthy,5.64,12.82,26.25,0,0.0,41.92
O101322,WS3,Standard,65,2,74.2,4,Good,Healthy,6.08,14.67,1.26,0,0.0,19.62
O101323,WS2,Standard,80,7,93.4,2,Normal,Degraded,6.12,21.03,8.51,0,0.0,35.98
O101324,WS4,Standard,24,1,96.8,1,Good,Healthy,4.27,8.54,0.89,0,0.0,16.27
O101325,WS4,Standard,70,28,98.7,3,Poor,Healthy,8.25,22.42,33.87,0,0.0,64.06
O101326,WS4,Premium,99,19,71.9,5,Good,Degraded,4.66,27.08,28.3,0,0.0,58.65
O101327,WS1,Standard,86,19,73.0,2,Normal,Healthy,4.83,16.45,23.37,0,0.0,41.56
O101328,WS4,Custom,27,16,74.3,1,Good,Degraded,4.43,10.97,17.98,0,0.0,34.18
O101329,WS1,Standard,100,12,88.6,5,Good,Critical,3.77,22.84,10.98,0,0.0,35.12
O101330,WS3,Standard,42,5,65.6,5,Normal,Healthy,8.68,10.77,7.65,0,0.0,30.97
O101331,WS3,Standard,53,22,66.3,5,Normal,Critical,6.71,17.3,15.48,0,0.0,39.73
O101332,WS5,Custom,36,4,71.4,5,Normal,Healthy,9.53,11.73,3.16,0,0.0,24.54
O101333,WS6,Custom,73,6,68.7,5,Poor,Healthy,11.63,25.97,9.06,0,0.0,46.12
O101334,WS5,Standard,21,30,90.6,5,Poor,Healthy,15.68,8.42,40.37,0,0.0,62.93
O101335,WS5,Standard,74,2,89.8,5,Poor,Healthy,12.23,26.37,1.21,0,0.0,39.42
O101336,WS2,Standard,15,29,74.2,4,Good,Healthy,5.69,3.5,29.67,0,0.0,39.73
O101337,WS5,Standard,86,2,77.7,2,Normal,Healthy,7.36,25.9,2.76,0,0.0,37.74
O101338,WS5,Standard,39,15,49.5,3,Poor,Healthy,10.07,14.31,23.49,0,0.0,47.84
O101339,WS5,Standard,57,18,74.5,2,Good,Healthy,4.33,16.32,25.12,0,0.0,45.47
O101340,WS5,Custom,30,3,94.9,3,Good,Healthy,4.12,11.93,2.97,0,0.0,19.24
O101341,WS1,Standard,19,27,73.9,4,Normal,Healthy,6.93,5.09,38.56,0,0.0,49.21
O101342,WS2,Custom,12,29,66.9,2,Normal,Healthy,6.13,3.5,41.87,0,0.0,54.55
O101343,WS5,Premium,99,6,96.5,1,Normal,Healthy,7.59,35.36,4.97,0,0.0,46.83
O101344,WS1,Standard,22,6,66.6,4,Poor,Degraded,12.64,6.89,9.18,0,0.0,27.42
O101345,WS1,Standard,15,23,98.6,5,Normal,Healthy,8.88,4.22,22.14,0,0.0,36.27
O101346,WS6,Premium,56,11,99.0,5,Good,Degraded,4.96,23.18,9.36,0,0.0,36.76
O101347,WS6,Standard,97,1,78.7,1,Good,Healthy,3.69,29.74,1.54,0,0.0,37.73
O101348,WS2,Standard,17,23,94.9,3,Good,Healthy,3.88,5.28,29.84,0,0.0,39.83
O101349,WS1,Standard,33,10,60.0,3,Good,Critical,3.49,10.19,14.48,0,0.0,26.45
O101350,WS3,Standard,60,12,59.4,3,Normal,Healthy,5.07,14.09,12.54,0,0.0,33.49
O101351,WS1,Premium,54,20,70.4,4,Normal,Healthy,9.35,11.55,23.7,0,0.0,44.54
O101352,WS1,Standard,23,17,89.9,3,Good,Healthy,3.04,6.52,26.75,0,0.0,38.89
O101353,WS2,Standard,96,25,80.0,5,Good,Healthy,3.99,18.2,31.92,0,0.0,52.79
O101354,WS5,Standard,42,24,77.8,5,Poor,Healthy,7.26,13.89,35.41,0,0.0,57.1
O101355,WS3,Standard,71,29,64.5,4,Good,Healthy,2.51,13.94,44.09,0,0.0,62.03
O101356,WS1,Premium,51,28,78.5,3,Normal,Healthy,7.96,9.75,33.46,0,0.0,49.39
O101357,WS4,Custom,63,19,72.3,3,Normal,Degraded,5.56,20.18,30.1,0,0.0,58.7
O101358,WS1,Custom,92,17,68.9,5,Normal,Healthy,6.42,18.01,23.93,0,0.0,48.44
O101359,WS6,Standard,39,14,67.9,2,Good,Healthy,4.07,12.56,12.62,0,0.0,29.84
O101360,WS2,Premium,84,20,82.3,5,Normal,Degraded,7.72,22.86,22.97,0,0.0,49.37
O101361,WS2,Premium,36,1,71.4,3,Good,Healthy,4.29,10.04,1.1,0,0.0,13.47
O101362,WS3,Premium,38,12,79.9,1,Normal,Degraded,4.94,14.71,11.7,0,0.0,29.65
O101363,WS1,Premium,12,8,58.8,4,Good,Healthy,2.79,3.5,9.03,0,0.0,17.62
O101364,WS1,Custom,41,17,86.0,2,Normal,Healthy,9.55,12.06,23.77,0,0.0,42.02
O101365,WS6,Custom,63,28,82.9,3,Normal,Degraded,3.67,28.95,33.58,0,0.0,64.68
O101366,WS6,Standard,68,14,77.2,5,Good,Healthy,4.73,22.51,21.14,0,0.0,48.56
O101367,WS6,Standard,49,18,81.9,4,Good,Degraded,1.73,15.83,21.56,0,0.0,40.02
O101368,WS4,Custom,42,12,91.2,4,Good,Healthy,4.43,13.61,11.97,0,0.0,31.51
O101369,WS1,Standard,30,10,62.6,1,Good,Degraded,2.7,4.73,13.53,0,0.0,21.69
O101370,WS6,Custom,92,21,80.8,5,Good,Healthy,3.54,27.22,17.06,0,0.0,46.92
O101371,WS5,Standard,44,7,64.3,2,Poor,Healthy,14.65,16.56,8.04,1,6.2,43.59
O101372,WS3,Standard,37,27,81.1,1,Good,Healthy,2.5,9.07,38.44,0,0.0,52.86
O101373,WS5,Standard,95,3,76.9,5,Normal,Critical,6.6,33.4,4.48,0,0.0,45.87
O101374,WS4,Premium,67,6,79.7,1,Poor,Healthy,12.13,25.53,4.69,0,0.0,42.2
O101375,WS4,Standard,87,23,90.2,2,Good,Healthy,5.34,22.62,34.09,0,0.0,60.86
O101376,WS5,Custom,45,2,89.8,1,Normal,Degraded,7.01,19.83,2.45,0,0.0,29.15
O101377,WS6,Standard,49,12,93.0,4,Poor,Healthy,9.5,20.39,9.61,0,0.0,39.01
O101378,WS5,Custom,76,11,75.2,5,Normal,Healthy,6.45,23.22,6.74,0,0.0,35.76
O101379,WS6,Custom,99,29,88.4,3,Good,Healthy,4.89,32.55,28.08,0,0.0,64.16
O101380,WS4,Premium,81,4,86.1,5,Good,Healthy,3.87,24.67,4.11,0,0.0,34.39
O101381,WS2,Standard,52,14,75.5,5,Good,Healthy,5.89,10.61,11.94,0,0.0,27.46
O101382,WS4,Custom,64,14,81.4,5,Normal,Healthy,7.73,18.82,8.47,0,0.0,34.31
O101383,WS4,Standard,41,25,78.4,1,Poor,Healthy,6.04,15.18,26.48,1,4.55,53.96
O101384,WS1,Standard,51,16,96.7,2,Poor,Healthy,11.89,15.26,24.48,0,0.0,52.2
O101385,WS4,Standard,45,4,89.7,2,Good,Healthy,4.09,12.28,6.17,0,0.0,25.25
O101386,WS3,Custom,19,26,76.0,4,Normal,Healthy,6.74,6.51,28.33,0,0.0,38.39
O101387,WS3,Premium,89,4,75.1,5,Good,Degraded,4.74,23.54,6.01,0,0.0,34.19
O101388,WS5,Custom,22,21,91.5,2,Poor,Healthy,11.48,12.55,14.52,0,0.0,38.61
O101389,WS6,Standard,34,8,96.1,4,Good,Healthy,5.91,14.16,11.59,0,0.0,32.56
O101390,WS2,Standard,33,3,83.8,1,Poor,Healthy,13.96,10.61,3.47,0,0.0,27.75
O101391,WS5,Standard,30,5,87.9,3,Normal,Healthy,7.69,12.69,3.35,0,0.0,24.19
O101392,WS1,Standard,55,29,95.6,4,Good,Degraded,3.7,10.72,19.26,0,0.0,35.2
O101393,WS4,Custom,97,30,77.9,2,Good,Healthy,5.31,25.03,18.78,0,0.0,47.83
O101394,WS5,Standard,39,18,81.0,1,Normal,Degraded,8.75,14.77,16.66,0,0.0,41.7
O101395,WS6,Custom,76,25,85.8,3,Good,Degraded,5.58,29.52,28.56,0,0.0,62.48
O101396,WS2,Standard,76,27,74.9,4,Normal,Degraded,6.56,21.04,37.22,0,0.0,65.08
O101397,WS5,Standard,79,10,99.0,5,Poor,Degraded,14.39,31.71,11.99,0,0.0,55.11
